ID,commune_ID,localite,localite_ID,source
0,10101,aderbissinat  urbain,RENALOC_0,RENALOC
1,10101,abane,RENALOC_1,RENALOC
2,10101,abalama,RENALOC_2,RENALOC
3,10101,abdal,RENALOC_3,RENALOC
4,10101,adakaro,RENALOC_4,RENALOC
5,10101,adam,RENALOC_5,RENALOC
6,10101,afno,RENALOC_6,RENALOC
7,10101,afala,RENALOC_7,RENALOC
8,10101,agalal n'garen,RENALOC_8,RENALOC
9,10101,aggadey,RENALOC_9,RENALOC
10,10101,aghar,RENALOC_10,RENALOC
11,10101,agolla,RENALOC_11,RENALOC
12,10101,akadanay,RENALOC_12,RENALOC
13,10101,akassamsam,RENALOC_13,RENALOC
14,10101,akouel (akoyal),RENALOC_14,RENALOC
15,10101,alal,RENALOC_15,RENALOC
16,10101,alaleh,RENALOC_16,RENALOC
17,10101,amazegri,RENALOC_17,RENALOC
18,10101,aniale (erwa),RENALOC_18,RENALOC
19,10101,anoumala,RENALOC_19,RENALOC
20,10101,arabe,RENALOC_20,RENALOC
21,10101,atalib,RENALOC_21,RENALOC
22,10101,atchanban,RENALOC_22,RENALOC
23,10101,attambo,RENALOC_23,RENALOC
24,10101,bachar,RENALOC_24,RENALOC
25,10101,baggo,RENALOC_25,RENALOC
26,10101,bakoye,RENALOC_26,RENALOC
27,10101,bazo (puits),RENALOC_27,RENALOC
28,10101,bilinta,RENALOC_28,RENALOC
29,10101,bori,RENALOC_29,RENALOC
30,10101,bourgoutan,RENALOC_30,RENALOC
31,10101,damo,RENALOC_31,RENALOC
32,10101,eknawene,RENALOC_32,RENALOC
33,10101,dangana,RENALOC_33,RENALOC
34,10101,dimoune,RENALOC_34,RENALOC
35,10101,doutsi mai lamba,RENALOC_35,RENALOC
36,10101,echia,RENALOC_36,RENALOC
37,10101,echkar,RENALOC_37,RENALOC
38,10101,efartey,RENALOC_38,RENALOC
39,10101,efewachane,RENALOC_39,RENALOC
40,10101,egaro,RENALOC_40,RENALOC
41,10101,ejam,RENALOC_41,RENALOC
42,10101,ekilfi,RENALOC_42,RENALOC
43,10101,eknawane,RENALOC_43,RENALOC
44,10101,emakass,RENALOC_44,RENALOC
45,10101,eguef (toudoun fedou),RENALOC_45,RENALOC
46,10101,eridalane,RENALOC_46,RENALOC
47,10101,ezawzaw,RENALOC_47,RENALOC
48,10101,ezigzane,RENALOC_48,RENALOC
49,10101,fidouk toubalgan,RENALOC_49,RENALOC
50,10101,fourkouk,RENALOC_50,RENALOC
51,10101,fouta,RENALOC_51,RENALOC
52,10101,gabdouane,RENALOC_52,RENALOC
53,10101,galadima,RENALOC_53,RENALOC
54,10101,gambo,RENALOC_54,RENALOC
55,10101,garmaga,RENALOC_55,RENALOC
56,10101,guermawane,RENALOC_56,RENALOC
57,10101,hamad lamine,RENALOC_57,RENALOC
58,10101,hambobilla,RENALOC_58,RENALOC
59,10101,ichim,RENALOC_59,RENALOC
60,10101,tchinsamomine,RENALOC_60,RENALOC
61,10101,igouda,RENALOC_61,RENALOC
62,10101,illa,RENALOC_62,RENALOC
63,10101,illo,RENALOC_63,RENALOC
64,10101,illou,RENALOC_64,RENALOC
65,10101,imboraghan,RENALOC_65,RENALOC
66,10101,imisdenine,RENALOC_66,RENALOC
67,10101,imougaz,RENALOC_67,RENALOC
68,10101,m'bagotan,RENALOC_68,RENALOC
69,10101,ingaran,RENALOC_69,RENALOC
70,10101,ingarfane,RENALOC_70,RENALOC
71,10101,inkadewan,RENALOC_71,RENALOC
72,10101,inkadewane/ouest,RENALOC_72,RENALOC
73,10101,innatane,RENALOC_73,RENALOC
74,10101,inoussa,RENALOC_74,RENALOC
75,10101,intarakat,RENALOC_75,RENALOC
76,10101,intchilili,RENALOC_76,RENALOC
77,10101,intirza,RENALOC_77,RENALOC
78,10101,irayen,RENALOC_78,RENALOC
79,10101,issatafen,RENALOC_79,RENALOC
80,10101,jadah,RENALOC_80,RENALOC
81,10101,jiji 1,RENALOC_81,RENALOC
82,10101,jiji 2,RENALOC_82,RENALOC
83,10101,jigo,RENALOC_83,RENALOC
84,10101,kakale,RENALOC_84,RENALOC
85,10101,kanffama,RENALOC_85,RENALOC
86,10101,kirfatchi i,RENALOC_86,RENALOC
87,10101,kirfatchi ii,RENALOC_87,RENALOC
88,10101,karnagar,RENALOC_88,RENALOC
89,10101,katchala,RENALOC_89,RENALOC
90,10101,kiriria i,RENALOC_90,RENALOC
91,10101,koyzoubzoub,RENALOC_91,RENALOC
92,10101,lagdok,RENALOC_92,RENALOC
93,10101,madina,RENALOC_93,RENALOC
94,10101,mahaman,RENALOC_94,RENALOC
95,10101,mai gawiyi,RENALOC_95,RENALOC
96,10101,mamma,RENALOC_96,RENALOC
97,10101,marandat,RENALOC_97,RENALOC
98,10101,mati,RENALOC_98,RENALOC
99,10101,mahamed (puit),RENALOC_99,RENALOC
100,10101,mouhamed bouzeye,RENALOC_100,RENALOC
101,10101,moussa,RENALOC_101,RENALOC
102,10101,moussa et ader,RENALOC_102,RENALOC
103,10101,oumar,RENALOC_103,RENALOC
104,10101,oumbouloundou,RENALOC_104,RENALOC
105,10101,puits tarra,RENALOC_105,RENALOC
106,10101,sabo,RENALOC_106,RENALOC
107,10101,saddi,RENALOC_107,RENALOC
108,10101,soukoumour ii(2),RENALOC_108,RENALOC
109,10101,soukoumour (1),RENALOC_109,RENALOC
110,10101,tabalbal,RENALOC_110,RENALOC
111,10101,tabbakat,RENALOC_111,RENALOC
112,10101,tadibene,RENALOC_112,RENALOC
113,10101,tadjaben,RENALOC_113,RENALOC
114,10101,tagdofat,RENALOC_114,RENALOC
115,10101,talhousseyni,RENALOC_115,RENALOC
116,10101,tamanghassat,RENALOC_116,RENALOC
117,10101,tarissai,RENALOC_117,RENALOC
118,10101,tassakamat,RENALOC_118,RENALOC
119,10101,tawa,RENALOC_119,RENALOC
120,10101,tawatchi,RENALOC_120,RENALOC
121,10101,tawinak,RENALOC_121,RENALOC
122,10101,tchillilene,RENALOC_122,RENALOC
123,10101,tchin garssamane,RENALOC_123,RENALOC
124,10101,tchinabroh,RENALOC_124,RENALOC
125,10101,tchinogrof peulh,RENALOC_125,RENALOC
126,10101,tchinbiragrene,RENALOC_126,RENALOC
127,10101,tchinikli,RENALOC_127,RENALOC
128,10101,tchinkou doukoum,RENALOC_128,RENALOC
129,10101,tchin norogan,RENALOC_129,RENALOC
130,10101,tchintaborak/sud,RENALOC_130,RENALOC
131,10101,tchinzoum,RENALOC_131,RENALOC
132,10101,tchougass,RENALOC_132,RENALOC
133,10101,tebirguit,RENALOC_133,RENALOC
134,10101,takkat,RENALOC_134,RENALOC
135,10101,tetoukounout,RENALOC_135,RENALOC
136,10101,tiguidit,RENALOC_136,RENALOC
137,10101,tilia,RENALOC_137,RENALOC
138,10101,torouf,RENALOC_138,RENALOC
139,10101,tougbalana,RENALOC_139,RENALOC
140,10101,toumbalaga,RENALOC_140,RENALOC
141,10101,toumboulgan i,RENALOC_141,RENALOC
142,10101,toumboulgan ii,RENALOC_142,RENALOC
143,10101,tounkou,RENALOC_143,RENALOC
144,10101,wadata,RENALOC_144,RENALOC
145,10101,way way,RENALOC_145,RENALOC
146,10101,zeidari,RENALOC_146,RENALOC
147,10101,zergaw i,RENALOC_147,RENALOC
148,10101,zergaw ii,RENALOC_148,RENALOC
149,10201,boukoki ii,RENALOC_149,RENALOC
150,10201,tchingalene,RENALOC_150,RENALOC
151,10201,cite somair areva,RENALOC_151,RENALOC
152,10201,tamesna (quartier adminnistratif),RENALOC_152,RENALOC
153,10201,zango,RENALOC_153,RENALOC
154,10201,sahel,RENALOC_154,RENALOC
155,10201,wadata,RENALOC_155,RENALOC
156,10201,carre nouveau marche,RENALOC_156,RENALOC
157,10201,carre sntn,RENALOC_157,RENALOC
158,10201,boukoki i,RENALOC_158,RENALOC
159,10201,cite cominak (cite akokan),RENALOC_159,RENALOC
160,10201,tchetcheni,RENALOC_160,RENALOC
161,10201,akokan carre b (birni),RENALOC_161,RENALOC
162,10201,akokan carre a,RENALOC_162,RENALOC
163,10201,akokan carre a,RENALOC_163,RENALOC
164,10201,akokan carre c (madina),RENALOC_164,RENALOC
165,10201,takrissa chetima (bagdad),RENALOC_165,RENALOC
166,10201,boukoki est (akokan),RENALOC_166,RENALOC
167,10201,cite cominak (cite akokan),RENALOC_167,RENALOC
168,10201,madawella,RENALOC_168,RENALOC
169,10201,tassilim i,RENALOC_169,RENALOC
170,10201,tassilim ii,RENALOC_170,RENALOC
171,10202,abalajawad,RENALOC_171,RENALOC
172,10202,acheki,RENALOC_172,RENALOC
173,10202,agatarak,RENALOC_173,RENALOC
174,10202,ajir,RENALOC_174,RENALOC
175,10202,anounagrouf,RENALOC_175,RENALOC
176,10202,anouzagharan,RENALOC_176,RENALOC
177,10202,anoumakaram(rta),RENALOC_177,RENALOC
178,10202,assak harau,RENALOC_178,RENALOC
179,10202,azar,RENALOC_179,RENALOC
180,10202,dannet,RENALOC_180,RENALOC
181,10202,fachat,RENALOC_181,RENALOC
182,10202,ibizgane,RENALOC_182,RENALOC
183,10202,ikalan zagarane,RENALOC_183,RENALOC
184,10202,imourarene,RENALOC_184,RENALOC
185,10202,intefouk,RENALOC_185,RENALOC
186,10202,innalarene,RENALOC_186,RENALOC
187,10202,eris intagaba( eris tagba),RENALOC_187,RENALOC
188,10202,zikat,RENALOC_188,RENALOC
189,10202,mizzaine(mizene),RENALOC_189,RENALOC
190,10202,ogba,RENALOC_190,RENALOC
191,10202,oufoud,RENALOC_191,RENALOC
192,10202,sikeret,RENALOC_192,RENALOC
193,10202,takarache,RENALOC_193,RENALOC
194,10202,talaglag,RENALOC_194,RENALOC
195,10202,tamalolo (tamalaw tamalaw),RENALOC_195,RENALOC
196,10202,tamatederit,RENALOC_196,RENALOC
197,10202,tanounagrouf,RENALOC_197,RENALOC
198,10202,tarinikit,RENALOC_198,RENALOC
199,10202,tassedet,RENALOC_199,RENALOC
200,10202,tazewet,RENALOC_200,RENALOC
201,10202,tchimarwalen,RENALOC_201,RENALOC
202,10202,tchirawayen,RENALOC_202,RENALOC
203,10202,tchirat,RENALOC_203,RENALOC
204,10202,tchigihname,RENALOC_204,RENALOC
205,10202,tchitintagatt,RENALOC_205,RENALOC
206,10202,tebnit,RENALOC_206,RENALOC
207,10202,techile,RENALOC_207,RENALOC
208,10202,temilt,RENALOC_208,RENALOC
209,10202,tezirfitik,RENALOC_209,RENALOC
210,10202,ziguiraw,RENALOC_210,RENALOC
211,10203,amassaline,RENALOC_211,RENALOC
212,10203,tamjit,RENALOC_212,RENALOC
213,10203,aneker(akiyachi),RENALOC_213,RENALOC
214,10203,aneker(ekadelazan),RENALOC_214,RENALOC
215,10203,aneker(temazanak),RENALOC_215,RENALOC
216,10203,aneker(teyinte-,RENALOC_216,RENALOC
217,10203,ani aghir ii,RENALOC_217,RENALOC
218,10203,ani aghir i,RENALOC_218,RENALOC
219,10203,anou zaghaghene,RENALOC_219,RENALOC
220,10203,arag i,RENALOC_220,RENALOC
221,10203,arag ii,RENALOC_221,RENALOC
222,10203,issinga,RENALOC_222,RENALOC
223,10203,awidarar i,RENALOC_223,RENALOC
224,10203,awidarare ii,RENALOC_224,RENALOC
225,10203,azatraya,RENALOC_225,RENALOC
226,10203,campement tikirid eghass,RENALOC_226,RENALOC
227,10203,carre boukoki i,RENALOC_227,RENALOC
228,10203,carre boukoki ii,RENALOC_228,RENALOC
229,10203,eliy,RENALOC_229,RENALOC
230,10203,ezil,RENALOC_230,RENALOC
231,10203,farazakat,RENALOC_231,RENALOC
232,10203,irza,RENALOC_232,RENALOC
233,10203,inguilchane,RENALOC_233,RENALOC
234,10203,intadeynawene,RENALOC_234,RENALOC
235,10203,intikikitene,RENALOC_235,RENALOC
236,10203,mamanat,RENALOC_236,RENALOC
237,10203,mayatt ii,RENALOC_237,RENALOC
238,10203,mayatt i,RENALOC_238,RENALOC
239,10203,mazalale,RENALOC_239,RENALOC
240,10203,ourarene i,RENALOC_240,RENALOC
241,10203,ourarene ii,RENALOC_241,RENALOC
242,10203,takarate,RENALOC_242,RENALOC
243,10203,takriza,RENALOC_243,RENALOC
244,10203,tanout awer,RENALOC_244,RENALOC
245,10203,tchigzerine,RENALOC_245,RENALOC
246,10203,tchilhourene,RENALOC_246,RENALOC
247,10203,tchimazale,RENALOC_247,RENALOC
248,10203,tchinkawkane,RENALOC_248,RENALOC
249,10203,tegounout,RENALOC_249,RENALOC
250,10203,teyteyt,RENALOC_250,RENALOC
251,10203,touaret,RENALOC_251,RENALOC
252,10203,wizat,RENALOC_252,RENALOC
253,10203,zanawey,RENALOC_253,RENALOC
254,10203,ezazaw,RENALOC_254,RENALOC
255,10203,zarika,RENALOC_255,RENALOC
256,10203,talat,RENALOC_256,RENALOC
257,10301,bilma,RENALOC_257,RENALOC
258,10301,aguer,RENALOC_258,RENALOC
259,10301,zobaba,RENALOC_259,RENALOC
260,10302,achinouma,RENALOC_260,RENALOC
261,10302,aneye,RENALOC_261,RENALOC
262,10302,argui,RENALOC_262,RENALOC
263,10302,bezza,RENALOC_263,RENALOC
264,10302,chimaindour,RENALOC_264,RENALOC
265,10302,dirkou,RENALOC_265,RENALOC
266,10302,emitchouma,RENALOC_266,RENALOC
267,10302,latey,RENALOC_267,RENALOC
268,10302,tchouwoye,RENALOC_268,RENALOC
269,10302,youssomi,RENALOC_269,RENALOC
270,10303,chirfa,RENALOC_270,RENALOC
271,10303,djado,RENALOC_271,RENALOC
272,10303,siguidine,RENALOC_272,RENALOC
273,10303,tchounouk,RENALOC_273,RENALOC
274,10303,yaba,RENALOC_274,RENALOC
275,10304,fachi,RENALOC_275,RENALOC
276,10401,quartier nord,RENALOC_276,RENALOC
277,10401,quartier administratif,RENALOC_277,RENALOC
278,10401,quartier toudou,RENALOC_278,RENALOC
279,10401,quartie centre (eferouane),RENALOC_279,RENALOC
280,10401,quartier afa,RENALOC_280,RENALOC
281,10401,abargot,RENALOC_281,RENALOC
282,10401,abazawere,RENALOC_282,RENALOC
283,10401,aderzigren,RENALOC_283,RENALOC
284,10401,afis,RENALOC_284,RENALOC
285,10401,agalal,RENALOC_285,RENALOC
286,10401,agalanga‹?,RENALOC_286,RENALOC
287,10401,agamgam,RENALOC_287,RENALOC
288,10401,agaragar,RENALOC_288,RENALOC
289,10401,agheytan,RENALOC_289,RENALOC
290,10401,agharous,RENALOC_290,RENALOC
291,10401,agorass n'imi,RENALOC_291,RENALOC
292,10401,agreroum et tchwoun,RENALOC_292,RENALOC
293,10401,agwaw,RENALOC_293,RENALOC
294,10401,akarsot,RENALOC_294,RENALOC
295,10401,allode,RENALOC_295,RENALOC
296,10401,massassagh,RENALOC_296,RENALOC
297,10401,amizigra,RENALOC_297,RENALOC
298,10401,anekri,RENALOC_298,RENALOC
299,10401,anouzagagan,RENALOC_299,RENALOC
300,10401,anouwacharan et,RENALOC_300,RENALOC
301,10401,arakaw,RENALOC_301,RENALOC
302,10401,arso,RENALOC_302,RENALOC
303,10401,attis,RENALOC_303,RENALOC
304,10401,awey,RENALOC_304,RENALOC
305,10401,anigaran,RENALOC_305,RENALOC
306,10401,aza,RENALOC_306,RENALOC
307,10401,azangneriss,RENALOC_307,RENALOC
308,10401,bikizat,RENALOC_308,RENALOC
309,10401,bojni,RENALOC_309,RENALOC
310,10401,ebidni,RENALOC_310,RENALOC
311,10401,ebourkoum,RENALOC_311,RENALOC
312,10401,eboutoussou,RENALOC_312,RENALOC
313,10401,egatragh,RENALOC_313,RENALOC
314,10401,eghighi,RENALOC_314,RENALOC
315,10401,eknawan,RENALOC_315,RENALOC
316,10401,elabag,RENALOC_316,RENALOC
317,10401,efay n'zagh,RENALOC_317,RENALOC
318,10401,etaghass,RENALOC_318,RENALOC
319,10401,etaghas negade,RENALOC_319,RENALOC
320,10401,elzar et eknou,RENALOC_320,RENALOC
321,10401,fares,RENALOC_321,RENALOC
322,10401,gofat et erigue,RENALOC_322,RENALOC
323,10401,guiyaye,RENALOC_323,RENALOC
324,10401,ichifa,RENALOC_324,RENALOC
325,10401,ifigua,RENALOC_325,RENALOC
326,10401,agloulaf,RENALOC_326,RENALOC
327,10401,iguintar,RENALOC_327,RENALOC
328,10401,iko,RENALOC_328,RENALOC
329,10401,itighssan,RENALOC_329,RENALOC
330,10401,inawak,RENALOC_330,RENALOC
331,10401,inaynan,RENALOC_331,RENALOC
332,10401,infara,RENALOC_332,RENALOC
333,10401,ingal,RENALOC_333,RENALOC
334,10401,ingar,RENALOC_334,RENALOC
335,10401,inwourigan,RENALOC_335,RENALOC
336,10401,irari,RENALOC_336,RENALOC
337,10401,issawane,RENALOC_337,RENALOC
338,10401,issimssal,RENALOC_338,RENALOC
339,10401,inwachagde,RENALOC_339,RENALOC
340,10401,izayakan,RENALOC_340,RENALOC
341,10401,izolan,RENALOC_341,RENALOC
342,10401,kambo,RENALOC_342,RENALOC
343,10401,kisse,RENALOC_343,RENALOC
344,10401,madawak,RENALOC_344,RENALOC
345,10401,maghassat,RENALOC_345,RENALOC
346,10401,maghet,RENALOC_346,RENALOC
347,10401,meli,RENALOC_347,RENALOC
348,10401,moungoul,RENALOC_348,RENALOC
349,10401,ouffoud,RENALOC_349,RENALOC
350,10401,oumaratti,RENALOC_350,RENALOC
351,10401,ouwoudouban,RENALOC_351,RENALOC
352,10401,sidawat,RENALOC_352,RENALOC
353,10401,souloufiet,RENALOC_353,RENALOC
354,10401,tebalagay,RENALOC_354,RENALOC
355,10401,tabirikat,RENALOC_355,RENALOC
356,10401,tadanak,RENALOC_356,RENALOC
357,10401,tadaous,RENALOC_357,RENALOC
358,10401,tadekilt,RENALOC_358,RENALOC
